bill_id,date,hour,outlet,item_name,quantity,price,payment_mode
B16971,01-03-2026,15,Karol Bagh,Poha,1,50,UPI
B12779,24-01-2026,19,Karol Bagh,Green Tea,1,40,UPI
B21591,09-04-2026,8,Connaught Place,Iced Tea,2,80,Cash
B22284,15-04-2026,9,Connaught Place,Masala Chai,2,30,Card
B23493,25-04-2026,16,Connaught Place,Kulhad Chai,1,50,Cash
B28541,06-06-2026,20,Karol Bagh,Cold Coffee,1,90,Cash
B22404,16-04-2026,11,Connaught Place,samosa,2,25,UPI
B20421,30-03-2026,20,Connaught Place,Filter Coffee,2,60,Card
B20693,01-04-2026,8,Karol Bagh,Iced Tea,2,80,Cash
B13655,01-02-2026,18,Connaught Place,Maggi,1,60,Cash
B25722,13-05-2026,10,Karol Bagh,Green Tea,2,40,Cash
B11579,14-01-2026,8,Karol Bagh,Iced Tea,1,80,Cash
B13080,27-01-2026,10,Connaught Place,Paneer Sandwich,2,80,UPI
B14080,04-02-2026,11,Karol Bagh,Adrak Chai,1,35,Cash
B11988,18-01-2026,22,Connaught Place,Green Tea,1,40,UPI
B20393,29-03-2026,21,Noida Sec 18,Green Tea,1,40,Cash
B23184,22-04-2026,9,Karol Bagh,Fresh Lime Soda,1,60,Cash
B27412,27-05-2026,19,Karol Bagh,Kulhad Chai,2,50,UPI
B20269,28-03-2026,21,Noida Sec 18,Cold Coffee,1,90,UPI
B28204,03-06-2026,15,Karol Bagh,Iced Tea,1,80,UPI
B26787,22-05-2026,22,Connaught Place,Cold Coffee,1,90,Cash
B11031,10-01-2026,17,Connaught Place,Filter Coffee,1,60,UPI
B28212,03-06-2026,8,Noida Sec 18,Filter Coffee,1,60,Cash
B25494,11-05-2026,11,Noida Sec 18,Samosa,1,25,UPI
B13772,02-02-2026,10,Connaught Place,Iced Tea,1,80,Card
B26329,18-05-2026,19,Karol Bagh,Maggi,1,60,UPI
B25680,13-05-2026,21,Connaught Place,Cold Coffee,1,90,UPI
B21995,12-04-2026,21,Karol Bagh,Adrak Chai,1,35,UPI
B12427,22-01-2026,8,Connaught Place,Elaichi Chai,1,40,Card
B22200,14-04-2026,18,Karol Bagh,Fresh Lime Soda,2,60,UPI
B16543,25-02-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B11797,16-01-2026,11,Karol Bagh,Vada Pav,1,35,Cash
B27157,25-05-2026,15,Connaught Place,Aloo Patty,2,30,UPI
B17286,04-03-2026,8,Connaught Place,Vada Pav,2,35,UPI
B28856,09-06-2026,22,Connaught Place,Vada Pav,1,35,
B29075,11-06-2026,16,Connaught Place,Filter Coffee,1,60,Card
B25200,09-05-2026,18,Connaught Place,Elaichi Chai,1,40,Card
B17508,06-03-2026,8,Connaught Place,Masala Chai,1,30,Cash
B29431,14-06-2026,18,Connaught Place,Iced Tea,1,80,UPI
B27246,26-05-2026,16,Connaught Place,Filter Coffee,2,60,Cash
B20692,01-04-2026,9,Karol Bagh,Masala Chai,2,30,UPI
B25870,14-05-2026,14,Noida Sec 18,Kulhad Chai,1,50,UPI
B25584,12-05-2026,18,Karol Bagh,Cold Coffee,1,90,UPI
B15495,16-02-2026,8,Noida Sec 18,Fresh Lime Soda,1,60,UPI
B20227,28-03-2026,18,Karol Bagh,Masala Chai,2,30,Cash
B27541,28-05-2026,16,Noida Sec 18,Elaichi Chai,1,40,UPI
B13005,26-01-2026,15,Connaught Place,Masala Chai,1,30,UPI
B12904,25-01-2026,15,Karol Bagh,Elaichi Chai,1,40,UPI
B11879,17-01-2026,18,Connaught Place,Green Tea,1,40,Card
B10083,01-01-2026,8,Noida Sec 18,Adrak Chai,1,35,UPI
B29402,14-06-2026,21,Connaught Place,Elaichi Chai,1,40,UPI
B18498,14-03-2026,22,Connaught Place,Bun Maska,1,40,Cash
B26096,16-05-2026,17,Karol Bagh,Maggi,1,60,UPI
B30617,24-06-2026,10,Karol Bagh, Filter Coffee,1,60,UPI
B16474,25-02-2026,11,Connaught Place,Aloo Patty,1,30,Card
B10436,04-01-2026,20,Noida Sec 18,Samosa,1,25,UPI
B31286,30-06-2026,22,Connaught Place,Masala Chai,1,30,Cash
B23219,23-04-2026,8,Connaught Place,Masala Chai,2,30,Cash
B11298,12-01-2026,9,Karol Bagh,Masala Chai,1,30,Cash
B17398,05-03-2026,22,Connaught Place,Masala Chai,1,30,UPI
B21336,07-04-2026,12,Connaught Place,Cold Coffee,1,90,UPI
B17459,05-03-2026,13,Karol Bagh,Cold Coffee,1,90,Cash
B27185,25-05-2026,8,Karol Bagh,Iced Tea,1,80,UPI
B10784,07-01-2026,14,Noida Sec 18,Adrak Chai,1,35,UPI
B20287,29-03-2026,19,Connaught Place,Maggi,1,60,Card
B16774,27-02-2026,11,Karol Bagh,Filter Coffee,1,60,Card
B28794,08-06-2026,8,Noida Sec 18,Iced Tea,2,80,UPI
B29047,10-06-2026,8,Noida Sec 18,Fresh Lime Soda,1,60,UPI
B26402,19-05-2026,17,Connaught Place,Elaichi Chai,1,40,Cash
B13848,02-02-2026,13,Karol Bagh,Masala Chai,1,30,UPI
B11117,10-01-2026,18,Noida Sec 18,Elaichi Chai,1,40,Cash
B30553,23-06-2026,10,Noida Sec 18,Elaichi Chai,2,40,UPI
B30494,23-06-2026,12,Connaught Place,Kulhad Chai,1,50,UPI
B17165,03-03-2026,16,Connaught Place,Masala Chai,1,30,UPI
B28890,09-06-2026,17,Karol Bagh,Adrak Chai,1,35,Card
B21611,09-04-2026,12,Connaught Place,Kulhad Chai,1,50,UPI
B27963,01-06-2026,15,Karol Bagh,Samosa,2,25,UPI
B17272,03-03-2026,17,Noida Sec 18,Green Tea,2,40,UPI
B19428,22-03-2026,15,Connaught Place,Adrak Chai,1,35,Cash
B22532,17-04-2026,18,Connaught Place,Fresh Lime Soda,2,60,UPI
B20862,03-04-2026,9,Connaught Place,Masala Chai,1,30,UPI
B23677,26-04-2026,22,Karol Bagh,maggi,1,60,Card
B26008,15-05-2026,8,Noida Sec 18,Masala Chai,1,30,Cash
B10042,01-01-2026,14,Karol Bagh,Masala Chai,1,30,UPI
B27240,26-05-2026,18,Connaught Place,Adrak Chai,2,35,UPI
B23705,26-04-2026,14,Noida Sec 18,Masala Chai,1,30,UPI
B30069,19-06-2026,11,Noida Sec 18,Cold Coffee,1,90,UPI
B10043,01-01-2026,9,Karol Bagh,Poha,1,50,UPI
B18394,13-03-2026,8,Connaught Place,Kulhad Chai,1,50,UPI
B30582,24-06-2026,9,Connaught Place,Adrak Chai,1,35,UPI
B24872,06-05-2026,9,Karol Bagh,Masala Chai,1,30,Cash
B15781,19-02-2026,20,Connaught Place,Kulhad Chai,1,50,Card
B19740,24-03-2026,13,Karol Bagh,Cold Coffee,1,90,UPI
B18132,11-03-2026,14,Connaught Place,KULHAD CHAI,1,50,UPI
B10023,01-01-2026,15,Connaught Place,Masala Chai,2,30,Cash
B16300,23-02-2026,8,Karol Bagh,Filter Coffee,1,60,UPI
B20286,29-03-2026,15,Connaught Place,Adrak Chai,1,35,UPI
B13329,29-01-2026,17,Connaught Place,MAGGI,1,60,UPI
B21231,06-04-2026,10,Connaught Place,Maggi,1,60,Cash
B12199,19-01-2026,15,Noida Sec 18,Kulhad Chai,1,50,UPI
B22092,13-04-2026,14,Karol Bagh, Adrak Chai,2,35,UPI
B10492,05-01-2026,8,Connaught Place,Maggi,2,60,UPI
B16207,22-02-2026,15,Karol Bagh,Adrak Chai,1,35,Cash
B15376,15-02-2026,18,Noida Sec 18,Adrak Chai,1,35,UPI
B29533,15-06-2026,8,Connaught Place,Filter Coffee,1,60,Cash
B10760,07-01-2026,18,Karol Bagh,Elaichi Chai,2,40,UPI
B21355,07-04-2026,14,Connaught Place,Fresh Lime Soda,1,60,UPI
B29002,10-06-2026,18,Karol Bagh,Iced Tea,1,80,UPI
B29468,14-06-2026,19,Karol Bagh,Iced Tea,1,80,UPI
B27249,26-05-2026,12,Connaught Place,Cold Coffee,1,90,UPI
B25793,14-05-2026,8,Connaught Place,Masala Chai,1,30,Cash
B25627,12-05-2026,18,Noida Sec 18,Kulhad Chai,1,50,Cash
B27357,27-05-2026,20,Connaught Place,Fresh Lime Soda,2,60,Cash
B11598,14-01-2026,19,Noida Sec 18,Maggi,1,60,UPI
B27993,01-06-2026,8,Noida Sec 18,elaichi chai,1,40,Cash
B10364,04-01-2026,13,Connaught Place,Maggi,1,60,UPI
B12751,24-01-2026,14,Karol Bagh,Iced Tea,1,80,UPI
B24172,30-04-2026,17,Noida Sec 18,Cold Coffee,1,90,Cash
B14615,09-02-2026,8,Connaught Place,Samosa,1,25,Cash
B29324,13-06-2026,16,Connaught Place,Elaichi Chai,2,40,UPI
B21025,04-04-2026,17,Karol Bagh,Samosa,1,25,UPI
B21675,09-04-2026,15,Noida Sec 18,Cold Coffee,1,90,UPI
B14455,07-02-2026,20,Noida Sec 18,Maggi,2,60,
B17013,01-03-2026,17,Karol Bagh,Cold Coffee,1,90,UPI
B12399,21-01-2026,9,Noida Sec 18,Elaichi Chai,1,40,UPI
B26250,17-05-2026,21,Noida Sec 18,Paneer Sandwich,2,80,Cash
B26323,18-05-2026,18,Karol Bagh,Adrak Chai,1,35,Cash
B22408,16-04-2026,8,Connaught Place,Elaichi Chai,2,40,UPI
B15989,21-02-2026,15,Connaught Place,iced tea,2,80,Card
B18668,15-03-2026,18,Karol Bagh,Elaichi Chai,2,40,UPI
B30837,26-06-2026,17,Karol Bagh,Cold Coffee,1,90,Cash
B22422,16-04-2026,18,Karol Bagh,Fresh Lime Soda,1,60,Cash
B22050,13-04-2026,14,Connaught Place,adrak chai,2,35,UPI
B21313,06-04-2026,22,Noida Sec 18,fresh lime soda,1,60,
B13830,02-02-2026,19,Karol Bagh,Adrak Chai,1,35,UPI
B11483,13-01-2026,15,Noida Sec 18,Masala Chai,2,30,UPI
B23086,21-04-2026,17,Noida Sec 18,Poha,1,50,Card
B12383,21-01-2026,10,Karol Bagh,Iced Tea,1,80,Card
B30302,21-06-2026,18,Karol Bagh,Green Tea,1,40,Cash
B31191,29-06-2026,8,Connaught Place,Elaichi Chai,2,40,Cash
B29314,13-06-2026,14,Connaught Place,Fresh Lime Soda,1,60,UPI
B13969,03-02-2026,9,Karol Bagh,Masala Chai,1,30,UPI
B13439,30-01-2026,8,Connaught Place,Samosa,1,25,UPI
B29177,11-06-2026,8,Noida Sec 18,Samosa,1,25,UPI
B15709,18-02-2026,15,Noida Sec 18,Vada Pav,2,35,UPI
B22697,18-04-2026,15,Karol Bagh,Poha,2,50,UPI
B21107,05-04-2026,16,Connaught Place,Masala Chai,1,30,UPI
B17107,02-03-2026,10,Karol Bagh,Adrak Chai,1,35,UPI
B29446,14-06-2026,21,Karol Bagh,Iced Tea,2,80,UPI
B24566,04-05-2026,10,Connaught Place,Cold Coffee,1,90,UPI
B10319,03-01-2026,19,Noida Sec 18,Aloo Patty,1,30,Cash
B23065,21-04-2026,9,Noida Sec 18,Adrak Chai,1,35,Card
B31150,29-06-2026,19,Connaught Place,Cold Coffee,1,90,Cash
B17378,04-03-2026,10,Noida Sec 18,Filter Coffee,2,60,UPI
B14907,11-02-2026,10,Noida Sec 18,Maggi,2,60,Card
B20034,27-03-2026,16,Connaught Place,Cold Coffee,1,90,UPI
B14889,11-02-2026,8,Karol Bagh,Poha,1,50,Cash
B19283,21-03-2026,19,Connaught Place,Adrak Chai,1,35,UPI
B23994,29-04-2026,13,Karol Bagh,Samosa,1,25,UPI
B26672,21-05-2026,21,Connaught Place,Poha,1,50,Cash
B28860,09-06-2026,8,Connaught Place,Elaichi Chai,1,40,Cash
B27967,01-06-2026,9,Karol Bagh,Maggi,1,60,Card
B17416,05-03-2026,8,Connaught Place,Paneer Sandwich,1,80,UPI
B22048,13-04-2026,10,Connaught Place,Samosa,1,25,Card
B12175,19-01-2026,14,Noida Sec 18,Vada Pav,1,35,Card
B19360,21-03-2026,14,Karol Bagh,Vada Pav,1,35,
B19756,24-03-2026,11,Noida Sec 18,Masala Chai,2,30,UPI
B19281,21-03-2026,19,Connaught Place,Elaichi Chai,1,40,UPI
B14176,05-02-2026,14,Karol Bagh,Masala Chai,2,30,UPI
B18573,15-03-2026,13,Connaught Place,Elaichi Chai,1,40,Cash
B22855,20-04-2026,8,Connaught Place,Kulhad Chai,1,50,UPI
B11179,11-01-2026,16,Connaught Place,Iced Tea,1,80,
B21911,12-04-2026,15,Connaught Place,Elaichi Chai,1,40,UPI
B14285,06-02-2026,15,Karol Bagh, Maggi,2,60,UPI
B19108,19-03-2026,10,Connaught Place,Adrak Chai,1,35,UPI
B26442,19-05-2026,8,Karol Bagh,Iced Tea,2,80,UPI
B18646,15-03-2026,17,Karol Bagh,Samosa,1,25,UPI
B30083,19-06-2026,16,Noida Sec 18,Vada Pav,1,35,UPI
B15563,17-02-2026,8,Karol Bagh,Adrak Chai,1,35,UPI
B25270,09-05-2026,17,Karol Bagh,Iced Tea,1,80,UPI
B15312,15-02-2026,20,Connaught Place,Bun Maska,1,40,UPI
B17431,05-03-2026,8,Connaught Place,Elaichi Chai,2,40,Cash
B11878,17-01-2026,16,Connaught Place,Cold Coffee,1,90,UPI
B30546,23-06-2026,17,Noida Sec 18,Aloo Patty,1,30,
B26752,22-05-2026,12,Connaught Place,Masala Chai,2,30,
B13198,28-01-2026,8,Connaught Place,Cold Coffee,1,90,UPI
B12755,24-01-2026,14,Karol Bagh,Elaichi Chai,1,40,UPI
B25416,11-05-2026,8,Connaught Place,Adrak Chai,1,35,Cash
B22122,13-04-2026,9,Noida Sec 18,Fresh Lime Soda,2,60,Card
B14663,09-02-2026,8,Karol Bagh,Kulhad Chai,1,50,UPI
B15222,14-02-2026,10,Karol Bagh,Elaichi Chai,2,40,Cash
B26494,20-05-2026,8,Connaught Place,Adrak Chai,1,35,Cash
B19231,20-03-2026,18,Karol Bagh,Adrak Chai,1,35,UPI
B12873,25-01-2026,17,Connaught Place,Poha,1,50,UPI
B15877,20-02-2026,17,Connaught Place,Adrak Chai,1,35,UPI
B13357,29-01-2026,9,Karol Bagh,Masala Chai,1,30,
B13532,31-01-2026,18,Connaught Place,Adrak Chai,1,35,Card
B16884,28-02-2026,16,Karol Bagh,Adrak Chai,1,35,Cash
B18748,16-03-2026,21,Karol Bagh,Masala Chai,1,30,Cash
B22906,20-04-2026,16,Karol Bagh,Filter Coffee,1,60,UPI
B12820,24-01-2026,17,Noida Sec 18,Adrak Chai,1,35,Card
B13212,28-01-2026,12,Connaught Place,Poha,2,50,UPI
B22970,21-04-2026,15,Connaught Place,Vada Pav,1,35,Cash
B22866,20-04-2026,8,Connaught Place,Elaichi Chai,1,40,UPI
B28633,07-06-2026,13,Connaught Place,Vada Pav,1,35,Cash
B28290,04-06-2026,10,Connaught Place,Cold Coffee,2,90,UPI
B29724,16-06-2026,13,Noida Sec 18,masala chai,1,30,UPI
B28679,07-06-2026,18,Karol Bagh,Filter Coffee,1,60,UPI
B12988,26-01-2026,8,Connaught Place,Masala Chai,1,30,UPI
B16458,25-02-2026,8,Connaught Place,Masala Chai,1,30,UPI
B17147,02-03-2026,18,Noida Sec 18,Maggi,1,60,Cash
B18511,14-03-2026,22,Karol Bagh,Vada Pav,2,35,UPI
B31285,30-06-2026,15,Connaught Place,Adrak Chai,1,35,Card
B21024,04-04-2026,22,Karol Bagh,Masala Chai,1,30,UPI
B26845,22-05-2026,17,Noida Sec 18,Bun Maska,1,40,Cash
B18201,11-03-2026,11,Noida Sec 18,Samosa,2,25,UPI
B12152,19-01-2026,9,Karol Bagh,Kulhad Chai,1,50,UPI
B17349,04-03-2026,15,Karol Bagh,Samosa,1,25,UPI
B11320,12-01-2026,13,Karol Bagh,Samosa,1,25,Card
B23472,25-04-2026,18,Connaught Place,Vada Pav,1,35,UPI
B14554,08-02-2026,20,Karol Bagh,Elaichi Chai,1,40,UPI
B23752,27-04-2026,16,Connaught Place,Fresh Lime Soda,1,60,
B27400,27-05-2026,9,Karol Bagh,Masala Chai,1,30,Cash
B10736,07-01-2026,19,Karol Bagh,Masala Chai,1,30,Cash
B19517,22-03-2026,15,Karol Bagh,Cold Coffee,1,90,UPI
B22605,17-04-2026,17,Noida Sec 18,Cold Coffee,1,90,UPI
B16047,21-02-2026,12,Karol Bagh,Masala Chai,1,30,UPI
B28887,09-06-2026,8,Karol Bagh,Iced Tea,1,80,Cash
B11765,16-01-2026,10,Connaught Place,Vada Pav,1,35,UPI
B27134,25-05-2026,10,Connaught Place,Elaichi Chai,1,40,Cash
B14156,05-02-2026,12,Connaught Place,Masala Chai,1,30,Cash
B29554,15-06-2026,13,Connaught Place,Green Tea,2,40,Card
B10683,06-01-2026,9,Noida Sec 18,Fresh Lime Soda,2,60,UPI
B20614,31-03-2026,18,Noida Sec 18,Iced Tea,2,80,UPI
B23186,22-04-2026,10,Karol Bagh,Cold Coffee,1,90,UPI
B30603,24-06-2026,9,Connaught Place,Kulhad Chai,2,50,UPI
B13470,30-01-2026,12,Karol Bagh,Masala Chai,2,30,Cash
B10467,05-01-2026,10,Connaught Place,Adrak Chai,1,35,UPI
B21235,06-04-2026,16,Connaught Place,Adrak Chai,1,35,UPI
B13847,02-02-2026,14,Karol Bagh,Vada Pav,2,35,Cash
B12756,24-01-2026,15,Karol Bagh,Vada Pav,1,35,UPI
B25385,10-05-2026,20,Karol Bagh,Iced Tea,1,80,UPI
B25469,11-05-2026,11,Karol Bagh,Poha,2,50,UPI
B24722,05-05-2026,8,Connaught Place,Masala Chai,1,30,UPI
B27288,26-05-2026,14,Karol Bagh,Fresh Lime Soda,1,60,UPI
B27742,30-05-2026,17,Karol Bagh,Maggi,1,60,Cash
B16629,26-02-2026,22,Karol Bagh,Aloo Patty,1,30,UPI
B23868,28-04-2026,22,Karol Bagh,Iced Tea,1,80,Cash
B10905,09-01-2026,15,Connaught Place,Filter Coffee,1,60,UPI
B17555,06-03-2026,12,Karol Bagh,Masala Chai,1,30,UPI
B13456,30-01-2026,15,Karol Bagh,Vada Pav,1,35,UPI
B13976,03-02-2026,15,Karol Bagh,Adrak Chai,1,35,UPI
B17924,09-03-2026,11,Karol Bagh,Cold Coffee,1,90,Card
B30384,22-06-2026,8,Karol Bagh,Elaichi Chai,1,40,UPI
B29799,17-06-2026,12,Connaught Place,Kulhad Chai,2,50,UPI
B29844,17-06-2026,14,Karol Bagh,bun maska,-1,40,Cash
B11124,10-01-2026,22,Noida Sec 18,Filter Coffee,2,60,Card
B12046,18-01-2026,16,Karol Bagh,Fresh Lime Soda,1,60,UPI
B15656,18-02-2026,8,Connaught Place,Elaichi Chai,2,40,Cash
B11960,18-01-2026,13,Connaught Place,Aloo Patty,1,30,UPI
B24999,07-05-2026,17,Karol Bagh,Iced Tea,2,80,Cash
B25415,11-05-2026,17,Connaught Place,Vada Pav,1,35,Cash
B20384,29-03-2026,16,Noida Sec 18,Green Tea,2,40,UPI
B13912,03-02-2026,9,Connaught Place,Samosa,1,25,UPI
B12056,18-01-2026,12,Noida Sec 18,Masala Chai,2,30,Cash
B15194,14-02-2026,22,Connaught Place,Bun Maska,1,40,Cash
B31190,29-06-2026,14,Connaught Place,Maggi,1,60,UPI
B25950,15-05-2026,11,Karol Bagh,Samosa,1,25,UPI
B20258,28-03-2026,21,Noida Sec 18,Masala Chai,1,30,Card
B22562,17-04-2026,12,Karol Bagh,Kulhad Chai,1,50,UPI
B10206,02-01-2026,17,Noida Sec 18,Iced Tea,2,80,UPI
B31221,29-06-2026,18,Karol Bagh,Fresh Lime Soda,2,60,UPI
B14487,08-02-2026,18,Connaught Place,Samosa,1,25,Card
B18743,16-03-2026,15,Connaught Place,Adrak Chai,2,35,UPI
B28847,09-06-2026,12,Connaught Place,Iced Tea,1,80,Cash
B16313,23-02-2026,13,Noida Sec 18,Adrak Chai,2,35,UPI
B22955,20-04-2026,10,Noida Sec 18,Kulhad Chai,1,50,UPI
B20271,28-03-2026,21,Noida Sec 18,Masala Chai,1,30,UPI
B20673,01-04-2026,19,Connaught Place,samosa,1,25,UPI
B31140,28-06-2026,20,Noida Sec 18,Cold Coffee,1,90,UPI
B22074,13-04-2026,12,Karol Bagh,Adrak Chai,1,35,UPI
B26632,21-05-2026,13,Connaught Place,Poha,1,50,Card
B15496,16-02-2026,17,Noida Sec 18,Poha,1,50,UPI
B26641,21-05-2026,13,Connaught Place,Kulhad Chai,1,50,UPI
B28507,06-06-2026,17,Connaught Place,Cold Coffee,1,90,UPI
B16439,24-02-2026,13,Noida Sec 18,Kulhad Chai,1,50,Cash
B10841,08-01-2026,17,Karol Bagh,Masala Chai,1,30,UPI
B10234,03-01-2026,21,Connaught Place,Adrak Chai,1,35,UPI
B13519,30-01-2026,19,Noida Sec 18,Elaichi Chai,1,40,UPI
B23375,24-04-2026,8,Connaught Place,Masala Chai,1,30,UPI
B13780,02-02-2026,20,Connaught Place,Vada Pav,2,35,UPI
B18614,15-03-2026,22,Connaught Place,Green Tea,2,40,Cash
B18404,13-03-2026,9,Karol Bagh,Poha,1,50,UPI
B30726,25-06-2026,19,Karol Bagh,Cold Coffee,1,90,UPI
B30216,20-06-2026,13,Noida Sec 18,Adrak Chai,2,35,UPI
B10432,04-01-2026,17,Karol Bagh,Elaichi Chai,2,40,UPI
B17582,06-03-2026,12,Noida Sec 18,Elaichi Chai,1,40,Cash
B12667,23-01-2026,11,Noida Sec 18,Iced Tea,1,80,Cash
B24291,01-05-2026,10,Noida Sec 18,Maggi,1,60,UPI
B23664,26-04-2026,17,Karol Bagh,Iced Tea,1,80,UPI
B25394,10-05-2026,18,Noida Sec 18,Kulhad Chai,1,50,Cash
B18468,14-03-2026,22,Connaught Place,Filter Coffee,2,60,UPI
B18819,16-03-2026,9,Noida Sec 18,ELAICHI CHAI,1,40,Cash
B26982,23-05-2026,17,Noida Sec 18,Masala Chai,1,30,Cash
B26215,17-05-2026,16,Karol Bagh,Aloo Patty,1,30,UPI
B16621,26-02-2026,16,Connaught Place,Adrak Chai,1,35,UPI
B18740,16-03-2026,20,Connaught Place,Masala Chai,2,30,UPI
B18018,10-03-2026,12,Connaught Place,Vada Pav,2,35,UPI
B10816,08-01-2026,9,Connaught Place,Adrak Chai,1,35,UPI
B13819,02-02-2026,18,Karol Bagh, Paneer Sandwich,2,80,UPI
B16977,01-03-2026,16,Karol Bagh,Vada Pav,1,35,UPI
B23446,24-04-2026,10,Noida Sec 18,Masala Chai,1,30,UPI
B30760,25-06-2026,9,Noida Sec 18,Maggi,2,60,UPI
B22906,20-04-2026,16,Karol Bagh,Masala Chai,1,30,UPI
B21095,05-04-2026,16,Connaught Place,Paneer Sandwich,1,80,UPI
B18873,17-03-2026,15,Connaught Place,Green Tea,1,40,Cash
B22282,15-04-2026,10,Connaught Place,Masala Chai,1,30,Card
B29648,16-06-2026,14,Connaught Place, Maggi,2,60,UPI
B15369,15-02-2026,15,Karol Bagh,Iced Tea,1,80,Card
B23551,25-04-2026,16,Karol Bagh,Masala Chai,1,30,UPI
B28618,07-06-2026,22,Connaught Place,Masala Chai,1,30,Cash
B11337,12-01-2026,8,Noida Sec 18,Masala Chai,1,30,UPI
B12092,19-01-2026,10,Connaught Place,Filter Coffee,2,60,UPI
B10494,05-01-2026,9,Connaught Place,Adrak Chai,1,35,UPI
B12614,23-01-2026,20,Karol Bagh,Cold Coffee,1,90,UPI
B10334,04-01-2026,14,Connaught Place,Samosa,2,25,UPI
B20437,30-03-2026,15,Connaught Place,Adrak Chai,1,35,UPI
B11291,12-01-2026,19,Connaught Place,Elaichi Chai,1,40,UPI
B13043,26-01-2026,11,Karol Bagh,Masala Chai,1,30,UPI
B29640,16-06-2026,8,Connaught Place,COLD COFFEE,1,90,Cash
B30301,21-06-2026,12,Karol Bagh,Iced Tea,2,80,UPI
B30343,22-06-2026,11,Connaught Place,Fresh Lime Soda,1,60,UPI
B28838,09-06-2026,8,Connaught Place,Masala Chai,1,30,UPI
B15044,13-02-2026,8,Connaught Place,Cold Coffee,1,90,UPI
B30333,22-06-2026,10,Connaught Place,Elaichi Chai,2,40,UPI
B28666,07-06-2026,18,Karol Bagh,Vada Pav,2,35,UPI
B17578,06-03-2026,12,Karol Bagh,Samosa,1,25,UPI
B14668,09-02-2026,8,Noida Sec 18,Filter Coffee,1,60,UPI
B16901,28-02-2026,20,Karol Bagh,Poha,2,50,Card
B13859,02-02-2026,16,Karol Bagh,Masala Chai,2,30,UPI
B13823,02-02-2026,9,Karol Bagh,Filter Coffee,1,60,UPI
B11557,14-01-2026,8,Karol Bagh,Masala Chai,1,30,UPI
B19885,25-03-2026,13,Noida Sec 18,Masala Chai,1,30,UPI
B26569,20-05-2026,18,Karol Bagh,Samosa,1,25,UPI
B14737,10-02-2026,19,Connaught Place,Masala Chai,1,30,UPI
B16815,28-02-2026,22,Connaught Place,Poha,2,50,Cash
B10657,06-01-2026,19,Karol Bagh,Adrak Chai,1,35,UPI
B21172,05-04-2026,16,Karol Bagh,Masala Chai,1,30,UPI
B14452,07-02-2026,16,Noida Sec 18, Filter Coffee,1,60,Card
B23659,26-04-2026,21,Karol Bagh,Vada Pav,1,35,UPI
B22584,17-04-2026,12,Karol Bagh,Masala Chai,1,30,UPI
B25673,13-05-2026,11,Connaught Place,Iced Tea,1,80,Cash
B26599,20-05-2026,18,Noida Sec 18,Cold Coffee,2,90,UPI
B14262,06-02-2026,11,Connaught Place,Fresh Lime Soda,1,60,UPI
B30804,26-06-2026,8,Connaught Place,Elaichi Chai,1,40,UPI
B18164,11-03-2026,9,Karol Bagh,Samosa,1,25,UPI
B18205,12-03-2026,11,Connaught Place,Poha,2,50,
B31210,29-06-2026,10,Karol Bagh,Elaichi Chai,1,40,UPI
B15377,15-02-2026,18,Noida Sec 18,Bun Maska,2,40,UPI
B12619,23-01-2026,10,Karol Bagh,Filter Coffee,1,60,UPI
B25667,13-05-2026,8,Connaught Place,Bun Maska,1,40,Cash
B18138,11-03-2026,19,Connaught Place,Green Tea,1,40,UPI
B25788,13-05-2026,12,Noida Sec 18,Cold Coffee,1,90,UPI
B16926,01-03-2026,14,Connaught Place,Masala Chai,1,30,UPI
B24028,29-04-2026,16,Noida Sec 18,Green Tea,1,40,UPI
B11522,14-01-2026,16,Connaught Place,Filter Coffee,2,60,Cash
B30686,25-06-2026,9,Connaught Place,paneer sandwich,1,80,UPI
B11710,15-01-2026,17,Noida Sec 18,Adrak Chai,2,35,UPI
B27281,26-05-2026,14,Karol Bagh,Kulhad Chai,1,50,UPI
B21092,05-04-2026,20,Connaught Place,Iced Tea,2,80,Card
B25823,14-05-2026,17,Connaught Place,Elaichi Chai,1,40,UPI
B16298,23-02-2026,8,Karol Bagh,Masala Chai,1,30,Cash
B19219,20-03-2026,8,Connaught Place,Samosa,1,25,Cash
B22934,20-04-2026,16,Noida Sec 18,Fresh Lime Soda,1,60,UPI
B17228,03-03-2026,13,Karol Bagh,Adrak Chai,1,35,Cash
B23985,29-04-2026,8,Karol Bagh,Elaichi Chai,1,40,UPI
B22476,16-04-2026,17,Noida Sec 18,Filter Coffee,1,60,Cash
B27114,25-05-2026,8,Connaught Place,Adrak Chai,1,35,UPI
B14711,10-02-2026,12,Connaught Place,Cold Coffee,1,90,UPI
B15627,18-02-2026,8,Connaught Place,Masala Chai,1,30,Cash
B25546,12-05-2026,17,Connaught Place,kulhad chai,1,50,UPI
B25530,12-05-2026,8,Connaught Place,Masala Chai,1,30,Cash
B25557,12-05-2026,8,Connaught Place,Maggi,1,60,UPI
B24785,05-05-2026,18,Noida Sec 18,Masala Chai,1,30,Cash
B13628,31-01-2026,18,Noida Sec 18,Adrak Chai,1,35,UPI
B24259,01-05-2026,16,Karol Bagh,Elaichi Chai,1,40,UPI
B29286,13-06-2026,22,Connaught Place,Masala Chai,2,30,Cash
